Date,Customer_ID,Customer_first_name,Customer_last_name,email,phone_number,Order_ID,Product_ID,Product_Category,Quantity_Sold,Price_per_Unit,Discount,City
2024-03-09,1090,Amanda,Taylor,parksgloria@example.net,3044352801,716,262,Beauty,1,945.9,57.51,New York
2024-04-15,1194,Katherine,Harris,whiteheadjoel@example.net,5887597320,717,135,Groceries,3,76.15,66.64,Chicago
2024-06-18,1281,Monica,Robertson,christina92@example.com,7661263863,718,292,Clothing,9,327.66,17.48,Chicago
2024-06-01,1512,Gregory,Wright,acevedojohn@example.org,3067733147,719,109,Furniture,6,1214.91,68.51,Philadelphia
2024-06-18,1651,Mark,Cook,jessica11@example.com,0103702804,720,187,Beauty,8,508.16,4.62,San Diego
2023-10-24,1503,Mark,Davis,julia31@example.net,9818490857,721,465,Beauty,7,81.61,14.9,Dallas
2024-03-12,1914,Jessica,Perez,xali@example.com,4400246348,722,385,Clothing,3,220.17,55.16,Los Angeles
2024-09-05,1173,James,Yates,staceygray@example.org,8217683765,723,160,Groceries,2,265.72,2.01,Phoenix
2024-06-17,1224,Lauren,Hall,rayedward@example.net,8108813723,724,221,Groceries,9,179.85,48.82,San Antonio
2024-01-18,1502,Jose,Steele,pnorman@example.com,7196166043,725,294,Beauty,2,719.51,55.49,Phoenix
2024-01-16,1411,Emma,Bond,jennifer00@example.net,2497948522,726,189,Sports,5,1275.09,87.34,Philadelphia
2024-08-02,1642,Jennifer,Brooks,robinsongina@example.com,3284705435,727,127,Furniture,8,1152.05,67.85,Chicago
2024-03-03,1805,Robert,Baker,cynthiaali@example.org,2820387706,728,494,Furniture,2,1003.96,34.28,Dallas
2024-07-28,1510,Devin,Glover,petersonkimberly@example.com,3671151705,729,187,Toys,6,1226.27,48.24,New York
2023-12-29,1998,Amy,Barber,morrisemily@example.com,2671610020,730,276,Clothing,4,452.96,9.07,Dallas
2024-02-21,1439,Stacy,Terry,dixonbenjamin@example.net,6108409989,731,290,Toys,2,391.95,65.12,San Diego
2024-03-19,1148,April,Schmidt,robinsonsamantha@example.net,5654006835,732,171,Electronics,9,366.36,27.92,Los Angeles
2024-07-07,1350,Tony,Robinson,jessica51@example.com,3682541533,733,484,Electronics,1,717.94,35.45,Los Angeles
2024-02-15,1740,Debra,Dominguez,katherinerobbins@example.org,7202309184,734,225,Clothing,7,907.59,16.24,Chicago
2024-07-12,1718,Sandra,Williams,amymitchell@example.com,7447592182,735,229,Furniture,4,548.5,10.98,New York
2024-05-18,1441,Gary,Martin,thomasbarnes@example.net,5967192166,736,178,Electronics,5,1328.27,69.15,San Jose
2023-12-31,1602,Savannah,Skinner,michelle73@example.com,9728064411,737,188,Toys,5,1188.9,43.14,San Jose
2024-08-09,1534,Jasmine,Garcia,padillatravis@example.com,7898471489,738,132,Electronics,7,969.19,53.3,Los Angeles
2024-05-16,1461,Thomas,Berry,hodgeslaura@example.net,3945038374,739,339,Electronics,5,632.29,25.52,New York
2024-07-24,1310,Michael,Moore,annettewilson@example.com,6567829860,740,427,Electronics,7,487.56,89.1,Dallas
2024-06-06,1094,Christopher,Briggs,cynthiabradley@example.net,5590512807,741,192,Clothing,8,807.23,57.05,Dallas
2024-06-23,1953,Michael,Clark,hardykathleen@example.net,4686305394,742,313,Electronics,5,970.9,48.54,Los Angeles
2024-01-05,1073,Cole,Nichols,tammy27@example.net,7297697365,743,491,Electronics,8,955.16,30.15,Houston
2023-11-26,1388,Nicholas,Acosta,doylekaren@example.com,8591750104,744,418,Books,7,78.14,43.85,Philadelphia
2024-04-08,1561,Danielle,Walters,lgarrett@example.net,7291756776,745,371,Toys,3,632.25,36.19,Dallas
2024-04-07,1187,Erik,Williams,sarahmurphy@example.org,6240875709,746,429,Beauty,8,983.01,21.01,San Antonio
2023-10-16,1479,Katherine,Giles,alex65@example.org,4265730447,747,425,Beauty,8,260.08,2.88,Dallas
2023-12-22,1435,Danielle,Kaiser,ericksonclinton@example.net,0984664433,748,246,Groceries,9,1267.26,30.94,Chicago
2023-10-30,1942,Lisa,Black,david29@example.net,2466067689,749,415,Electronics,5,704.48,60.76,New York
2024-03-06,1088,Amanda,Jordan,timothy27@example.net,8623812548,750,266,Electronics,6,1355.83,82.68,Philadelphia
2024-02-28,1205,Pedro,Grimes,mariafisher@example.org,6494969870,751,160,Books,7,1407.66,78.48,San Antonio
2023-09-30,1635,Erin,Hopkins,vbolton@example.com,3537896696,752,277,Beauty,9,1499.93,58.02,New York
2023-10-24,1838,Donna,Ingram,qharris@example.org,5874655531,753,152,Clothing,3,156.72,51.03,Phoenix
2024-01-13,1450,Brandon,Price,ccampbell@example.net,4531144254,754,431,Clothing,6,895.75,25.6,San Diego
2023-12-18,1639,Catherine,Lowe,saralong@example.com,0199888593,755,465,Furniture,8,798.13,43.1,Chicago
2023-11-14,1029,James,Williams,marquezthomas@example.net,1971445295,756,234,Books,3,310.47,59.94,New York
2024-08-13,1894,Randy,Richmond,johnny98@example.net,0891233377,757,386,Beauty,9,1086.27,12.24,Los Angeles
2024-04-06,1497,Rebecca,Johnson,stephanie55@example.org,8312197109,758,144,Toys,5,158.26,50.1,Philadelphia
2023-11-12,1310,Steven,Knight,deborahturner@example.org,6117621683,759,175,Sports,7,217.63,5.13,Philadelphia
2024-03-04,1972,Nicholas,Wilson,autumn46@example.com,5038909143,760,479,Electronics,7,918.44,24.06,San Jose
2024-04-25,1142,Alan,Holt,lunabrian@example.com,1425911478,761,400,Furniture,4,123.94,35.84,Philadelphia
2024-02-04,1758,Kathryn,Jones,huntmichael@example.com,5879541172,762,327,Clothing,2,873.34,51.6,New York
2024-08-10,1343,Jacob,Cobb,westgabriel@example.net,9609987037,763,271,Toys,3,1306.83,41.74,New York
2024-08-23,1580,David,Rice,gjames@example.net,0482440163,764,170,Beauty,8,1193.69,20.09,San Diego
2023-11-29,1554,Samuel,Marshall,amanda48@example.net,6300635204,765,105,Electronics,3,400.06,51.1,Los Angeles
2023-11-08,1714,Natasha,Stewart,saunderskaitlyn@example.org,4800556549,766,131,Books,7,507.95,6.12,Los Angeles
2023-11-13,1550,Jeremy,Heath,lawsonlawrence@example.net,8834341180,767,163,Groceries,8,461.04,56.79,Los Angeles
2024-02-17,1932,Colleen,Wall,seanmurray@example.net,1584652372,768,248,Furniture,9,1208.82,9.09,Los Angeles
2024-08-11,1784,Daniel,Gonzalez,kaitlinclark@example.com,2549324683,769,127,Beauty,3,889.12,2.55,Philadelphia
2024-01-01,1130,Adam,Anderson,ryancampbell@example.net,7953557888,770,389,Electronics,2,28.15,21.42,San Antonio
2024-09-02,1735,Kelly,Carroll,yolson@example.org,6187007148,771,312,Clothing,5,198.34,77.12,Dallas
2024-06-24,1267,Angel,Nolan,wilsondorothy@example.net,4769360023,772,150,Toys,6,871.38,36.82,Houston
2024-05-27,1133,Richard,Henry,comptonjulie@example.net,0798931649,773,222,Books,6,403.82,5.57,Phoenix
2023-12-05,1292,Tiffany,Nelson,dorothy48@example.org,7438599678,774,218,Clothing,5,102.94,87.24,Los Angeles
2023-11-18,1403,Andrew,Hernandez,christopher99@example.org,0372479906,775,458,Groceries,9,1344.55,21.13,Los Angeles
2023-12-05,1990,Pamela,Mora,egill@example.com,9617952087,776,226,Electronics,6,685.14,87.22,San Jose
2024-05-18,1581,Stacey,Brooks,lbolton@example.com,6324831448,777,301,Groceries,6,407.48,23.31,Houston
2024-09-08,1432,Bob,Green,knoxlisa@example.net,4545077729,778,249,Groceries,5,489.36,0.83,Dallas
2023-09-29,1907,Joseph,Shaw,maldonadojoshua@example.org,8029432019,779,274,Furniture,5,1263.08,78.36,Dallas
2024-07-17,1123,Robert,Cole,bhayes@example.com,5850576014,780,484,Books,9,696.39,82.44,San Jose
2024-02-09,1517,Megan,Garcia,alex58@example.org,7720206088,781,208,Beauty,1,1084.65,72.05,Phoenix
2024-09-11,1801,Randy,Smith,snyderjudith@example.org,6429416647,782,369,Toys,6,688.89,76.13,San Antonio
2024-06-26,1577,Elizabeth,Thomas,paulwood@example.net,2753819047,783,447,Electronics,7,98.26,70.17,New York
2024-06-29,1768,Rachel,Gray,bakerdaniel@example.net,1401084193,784,120,Sports,7,1350.57,26.48,Chicago
2023-12-07,1765,Jessica,Gibbs,sarah65@example.com,2127955128,785,139,Beauty,3,889.64,30.19,San Jose
2023-10-02,1488,Jeremy,Booker,michael81@example.org,6451488102,786,324,Books,4,1040.75,50.71,San Jose
2024-05-15,1699,Ronald,Gross,humphreyapril@example.net,6728545805,787,282,Clothing,9,798.72,28.72,San Jose
2023-10-22,1096,Adam,Christian,carrapril@example.net,7910913843,788,227,Sports,8,1043.56,43.01,Phoenix
2024-05-06,1908,James,Ramos,bkelly@example.org,3544165660,789,134,Clothing,8,699.33,15.39,New York
2024-04-07,1166,Timothy,Hayes,whorton@example.org,8896821578,790,443,Furniture,1,188.6,77.54,Philadelphia
2024-09-08,1392,Joshua,Curtis,billyramirez@example.net,1872174416,791,192,Beauty,1,919.44,36.94,New York
2024-06-19,1181,James,Johnson,inunez@example.com,6520929544,792,121,Clothing,2,980.94,66.34,Los Angeles
2024-04-29,1052,Cynthia,Crane,ruthadams@example.com,2451384213,793,191,Furniture,3,814.7,28.69,New York
2024-02-13,1184,Pamela,Lee,greenescott@example.net,8108990484,794,182,Books,7,444.81,19.73,Dallas
2024-08-25,1379,Diana,Pham,adamsjoel@example.org,8547709126,795,251,Beauty,2,875.3,56.08,New York
2024-03-14,1492,Cameron,Kemp,kimberlymoore@example.org,1089041606,796,278,Toys,8,1021.67,51.04,Phoenix
2024-03-21,1983,Earl,Barry,john03@example.org,2027714006,797,488,Electronics,6,1464.82,18.82,Phoenix
2024-06-29,1400,Maria,Hall,wking@example.net,8696319180,798,226,Groceries,2,619.73,33.33,New York
2024-03-16,1101,Bryce,Daniel,marypatton@example.net,2876505818,799,330,Sports,4,312.4,1.55,New York
2024-09-22,1151,Brenda,Howard,kevinadkins@example.net,0261376708,800,151,Books,8,302.32,64.52,New York
2024-05-07,1864,Jessica,Moyer,larry36@example.com,9741348860,801,438,Furniture,9,10.41,64.52,San Jose
2024-01-11,1586,Maria,Rogers,jennifergoodwin@example.com,1938094884,802,246,Toys,5,848.34,18.91,New York
2024-01-13,1205,Michael,Cox,john79@example.org,4677346462,803,204,Furniture,1,30.82,47.76,New York
2023-11-23,1038,Krista,Snyder,chankatherine@example.com,0928028014,804,275,Beauty,7,47.72,69.28,Philadelphia
2024-08-26,1588,Diane,Martinez,brownchristopher@example.com,5822036824,805,443,Beauty,9,574.77,29.96,New York
2024-08-31,1215,Linda,Stafford,smoore@example.org,0707330727,806,325,Beauty,2,531.27,3.82,Dallas
2024-06-16,1872,Rhonda,Clark,dianeperez@example.com,2667827512,807,325,Sports,8,1170.39,73.28,Houston
2023-11-27,1088,Jennifer,Smith,tara73@example.org,2930584538,808,247,Books,1,297.23,51.74,San Jose
2024-06-20,1953,Jasmine,Sanchez,riospatricia@example.org,5535857539,809,285,Groceries,6,638.46,0.09,Dallas
2024-08-08,1395,Donald,Mayo,joseph31@example.org,3955886555,810,392,Books,4,594.33,84.14,Los Angeles
2024-02-08,1296,Jose,Barker,ejenkins@example.net,1536058467,811,194,Toys,2,1157.32,29.9,San Jose
2024-07-23,1555,Crystal,Cox,pboyer@example.org,3198316446,812,281,Toys,1,567.79,30.66,New York
2024-06-13,1262,Kimberly,Gomez,jperez@example.com,7987845940,813,203,Toys,2,973.62,54.5,Philadelphia
2024-01-30,1233,Joseph,Vega,powellsharon@example.org,8703722232,814,331,Electronics,5,328.48,22.6,Houston
2024-08-22,1178,Michelle,Hanson,mwilliams@example.net,9063730031,815,259,Furniture,5,1096.39,81.56,Chicago
2024-08-12,1283,Daniel,Guerrero,john57@example.org,4207889971,816,223,Sports,8,1152.41,41.32,Houston
2024-01-24,1809,Sonya,Price,joshua93@example.org,8691544163,817,459,Groceries,9,96.56,30.52,San Diego
2023-10-21,1392,Elizabeth,Fischer,freyes@example.net,7327420955,818,352,Books,9,1441.28,54.22,Houston
2024-03-04,1137,Kristen,Gordon,dawn23@example.org,8869446622,819,459,Groceries,6,228.19,61.2,Los Angeles
2024-07-10,1723,Pamela,Green,harriselizabeth@example.net,5830211563,820,254,Groceries,7,198.63,32.49,Dallas
2024-02-20,1010,Karen,Henderson,nicole19@example.net,3314968027,821,235,Books,9,490.11,35.77,Philadelphia
2024-03-19,1760,Leslie,Romero,sarah69@example.org,8321219749,822,151,Sports,2,575.63,81.33,Dallas
2024-03-24,1972,Stephanie,Ross,alexandrazuniga@example.org,5818786301,823,335,Electronics,9,152.43,1.37,San Jose
2024-05-14,1130,Sarah,Lee,clarkjoshua@example.com,7840441895,824,221,Books,2,121.53,85.94,New York
2024-07-15,1022,Benjamin,Henry,ericfisher@example.com,4419991014,825,353,Electronics,6,203.91,41.75,Dallas
2023-12-05,1845,Gregory,Moore,gordon93@example.com,9339060863,826,157,Sports,6,331.54,39.49,Chicago
2024-02-18,1883,Edward,Edwards,angela94@example.com,3148732180,827,337,Groceries,6,540.13,36.8,Dallas
2023-11-02,1620,Madison,Jones,michael33@example.net,3838524466,828,213,Sports,9,569.36,47.64,San Antonio
2024-01-20,1956,Janice,Long,banksadam@example.org,3841512129,829,480,Sports,4,238.24,63.77,San Jose
2024-05-10,1364,Kathleen,Andrews,michaelhenry@example.net,2933285362,830,177,Electronics,8,1196.51,64.77,Los Angeles
2024-03-16,1157,Jon,Robertson,johnsonmichelle@example.net,4268895742,831,485,Beauty,6,732.27,13.45,Houston
2024-09-11,1610,Amy,Robinson,sabrinahernandez@example.org,0369796388,832,343,Electronics,5,617.54,72.42,San Jose
2023-11-16,1940,Dylan,Williams,jeangreer@example.net,5851740314,833,191,Toys,8,1001.88,76.41,Phoenix
2023-10-16,1357,Monica,Stevens,michael81@example.org,1195646891,834,495,Groceries,7,458.59,83.04,Philadelphia
2024-04-18,1498,Courtney,Garcia,emartin@example.net,4831234500,835,129,Books,7,394.51,38.72,San Diego
2024-05-18,1830,Christopher,Shepard,brianunderwood@example.net,2273360945,836,339,Electronics,4,88.43,10.09,San Diego
2024-01-10,1344,Nicholas,Kelly,angela05@example.org,7036204861,837,115,Books,8,1471.3,3.55,Chicago
2024-05-12,1633,Jeffery,Thomas,cruzgeorge@example.net,6712950083,838,310,Books,7,1206.39,49.78,San Diego
2023-10-15,1933,Jasmine,Jimenez,benderstephen@example.net,7194661610,839,454,Groceries,1,1389.3,72.85,Houston
2024-03-05,1769,Sarah,Bass,goodrichard@example.org,8452511522,840,123,Clothing,2,1013.24,46.83,Philadelphia
2024-02-16,1409,Ariel,Graves,brandonbishop@example.net,1586710184,841,490,Beauty,8,598.02,8.34,Los Angeles
2024-04-14,1444,Jennifer,Rasmussen,sarahbishop@example.com,7355029998,842,328,Clothing,9,315.23,4.48,San Diego
2024-01-07,1536,Gregory,Thomas,sarahsawyer@example.net,1977049016,843,229,Clothing,3,1348.82,13.38,Dallas
2024-08-29,1535,Christopher,Greer,jeffrey43@example.com,5922899126,844,258,Groceries,9,575.17,55.52,Los Angeles
2024-01-29,1418,Crystal,Perry,reeveselaine@example.net,2353886157,845,108,Books,4,155.63,71.3,San Diego
2024-03-09,1647,Nicole,Tucker,wclay@example.org,1941930693,846,406,Clothing,8,427.45,63.92,San Jose
2023-12-30,1855,Kent,Nguyen,christopher96@example.org,6731391951,847,249,Beauty,8,1331.27,45.51,San Antonio
2024-03-08,1607,Gary,Hicks,claydylan@example.org,7594711259,848,381,Groceries,2,161.42,56.04,Houston
2023-12-21,1038,Timothy,Esparza,salinasbarbara@example.net,1825357303,849,106,Beauty,4,192.97,22.69,Dallas
2024-09-10,1595,Vincent,Davis,peterrhodes@example.com,7133014967,850,173,Beauty,2,955.28,61.49,San Jose
2024-06-28,1373,Sally,Dixon,jeffreycervantes@example.com,3838991165,851,389,Furniture,3,863.94,10.03,Los Angeles
2024-04-23,1242,Christine,Robinson,brandiwebb@example.net,7605131551,852,278,Beauty,6,204.13,18.55,San Diego
2024-07-26,1475,Stephen,West,nvillanueva@example.net,2017197088,853,239,Beauty,2,1046.0,25.86,Chicago
2024-02-28,1184,Jennifer,Bridges,tyler11@example.com,8879318128,854,135,Groceries,5,1209.05,55.91,Los Angeles
2023-10-09,1651,Alexander,Crane,kbaker@example.org,1444359606,855,440,Furniture,6,754.82,38.6,Philadelphia
2023-10-19,1356,Brandon,Sharp,mhopkins@example.com,9291712353,856,225,Furniture,4,1369.91,4.42,New York
2024-05-03,1124,April,Douglas,victoriawillis@example.org,2578026904,857,130,Electronics,1,673.58,58.47,Dallas
2024-01-25,1059,Laurie,Yu,katherine71@example.org,2962357872,858,410,Books,7,1223.8,8.15,San Diego
2024-04-09,1732,Ian,Lewis,lindaklein@example.org,3546826509,859,246,Sports,4,384.0,41.54,New York
2024-09-22,1252,Mary,Vargas,braunmonica@example.org,5382703853,860,443,Books,5,701.95,17.7,San Diego
2024-04-27,1930,Abigail,Terry,fdavis@example.org,5375850763,861,304,Electronics,2,265.87,88.8,San Antonio
2024-04-19,1516,Amanda,Brown,samuel98@example.org,0387900105,862,359,Electronics,2,643.93,86.45,Phoenix
2023-11-12,1526,Gina,Livingston,xyoung@example.org,2575508954,863,119,Beauty,5,611.34,6.41,Chicago
2024-02-25,1362,Susan,Hunter,edwardwade@example.net,7553557587,864,330,Clothing,1,282.67,5.4,New York
2023-12-19,1218,Stephen,Spence,charles44@example.com,3169674496,865,102,Groceries,8,468.49,18.13,Philadelphia
2023-10-12,1519,Lisa,Boyer,shawnanderson@example.org,6940464723,866,169,Electronics,4,1412.56,52.63,New York
2023-11-03,1456,Krystal,Huff,jessica33@example.com,8283689751,867,226,Toys,3,634.97,2.2,San Diego
2024-04-02,1096,Eric,Jones,lhill@example.org,7074472579,868,108,Furniture,4,88.01,60.97,Phoenix
2024-08-04,1380,John,Duffy,hstevenson@example.net,7787038168,869,446,Groceries,9,925.52,48.56,Houston
2024-01-02,1112,Felicia,Miller,smithkristin@example.org,3882464536,870,382,Electronics,5,1278.9,47.55,Houston
2024-06-17,1923,Matthew,Donovan,wilsonkathleen@example.org,2882705364,871,218,Electronics,3,313.47,72.51,San Jose
2023-12-08,1497,Matthew,Butler,gracemeyer@example.com,4249997121,872,300,Beauty,7,1437.92,69.71,San Antonio
2024-08-26,1634,Ashley,Washington,daytonya@example.org,6999159025,873,196,Beauty,9,537.54,3.22,Phoenix
2023-11-09,1588,Matthew,Carlson,handerson@example.net,7834852797,874,356,Clothing,4,1475.72,71.78,Dallas
2024-01-24,1216,Nicole,Jones,williamvazquez@example.org,6152591851,875,335,Sports,5,1220.17,0.06,Phoenix
2024-01-17,1640,Courtney,Martin,cevans@example.net,0551250248,876,157,Groceries,8,78.64,68.53,Los Angeles
2024-06-18,1995,Douglas,Allen,brittanyphillips@example.net,8917658800,877,352,Electronics,5,1226.35,27.52,San Diego
2024-03-25,1382,Michael,Sparks,hklein@example.org,0458745762,878,235,Groceries,8,1448.44,16.74,New York
2024-03-08,1378,Daniel,Martinez,mwilkinson@example.com,7589898369,879,125,Groceries,6,395.75,52.43,Philadelphia
2024-05-02,1482,Cristian,Cooper,hjohnson@example.com,2333964315,880,139,Furniture,7,303.52,40.98,Houston
2024-04-09,1734,Amanda,Diaz,zacharysullivan@example.org,5330059029,881,337,Furniture,1,308.64,88.98,Philadelphia
2024-09-12,1110,Angela,Munoz,brandonwalker@example.org,2304584239,882,340,Groceries,4,373.34,70.37,Dallas
2024-04-21,1146,Alexandra,Rose,troy44@example.com,0623317875,883,205,Groceries,9,1103.18,64.94,San Jose
2023-12-31,1379,Alicia,Jackson,thomas57@example.com,0712574382,884,435,Sports,9,15.81,79.7,Philadelphia
2023-12-24,1462,Jennifer,Medina,pricematthew@example.org,1618627569,885,386,Furniture,7,296.88,61.26,San Antonio
2024-03-07,1912,Laura,Rose,morgananthony@example.org,6286831761,886,248,Beauty,8,935.73,4.86,Philadelphia
2024-08-06,1045,Jasmine,Johnson,franklinthomas@example.net,3775251357,887,118,Groceries,1,708.23,68.03,San Diego
2024-05-17,1700,Michael,Bates,andersonrandy@example.net,2012139913,888,378,Groceries,2,328.59,72.78,Los Angeles
2024-09-21,1298,George,Clark,josephgreene@example.net,4346989037,889,109,Toys,8,870.58,74.7,Phoenix
2024-04-06,1908,Sophia,Sandoval,james61@example.com,1367893534,890,242,Groceries,1,487.77,0.46,Houston
2024-05-11,1701,Christopher,Vega,alexandersmith@example.com,8348139280,891,441,Clothing,2,471.05,28.97,San Jose
2024-09-18,1015,John,Blake,kylephillips@example.org,3793429061,892,148,Beauty,6,809.94,56.32,Phoenix
2023-11-23,1599,Robert,Davenport,kellysalazar@example.com,0471308173,893,408,Beauty,5,506.83,56.81,Chicago
2024-08-05,1128,Lauren,Adams,brian21@example.org,9026735855,894,198,Clothing,8,891.04,75.42,Phoenix
2024-03-08,1946,Christine,Vargas,petersonkaren@example.net,1748079119,895,368,Books,8,887.07,59.49,Houston
2024-06-26,1389,Bradley,Hanna,allenamanda@example.org,8242068434,896,310,Clothing,3,1345.02,56.6,San Antonio
2024-07-21,1433,Miranda,Pittman,amylee@example.com,2755364346,897,209,Toys,1,1463.21,37.71,Phoenix
2024-05-23,1171,Emily,Thomas,manningcindy@example.com,5896461227,898,332,Electronics,8,1379.84,40.16,San Diego
2023-12-30,1140,Andrew,Ford,ralphgonzalez@example.org,7009771871,899,369,Clothing,4,899.28,18.65,San Antonio
2024-02-09,1864,Rachel,Gregory,jenningswilliam@example.com,4911928591,900,236,Toys,7,582.16,38.83,Philadelphia
2024-07-16,1456,Shelly,Wilkinson,cartercandice@example.net,0296855884,901,288,Electronics,4,276.96,48.53,Los Angeles
2024-05-07,1210,Susan,Young,bowmanann@example.com,9386598527,902,399,Groceries,9,952.88,25.5,Phoenix
2023-11-25,1150,Michael,Gray,wclements@example.com,3208930233,903,168,Groceries,6,547.47,12.55,Dallas
2024-06-18,1845,Steve,Johnson,diane00@example.org,2909940678,904,443,Furniture,2,1142.78,49.07,Los Angeles
2024-09-04,1497,Jessica,Gomez,wayne75@example.org,3526985936,905,389,Sports,1,421.34,49.31,Los Angeles
2024-06-01,1224,David,Marquez,hoodheidi@example.net,5600205059,906,208,Groceries,4,1251.89,70.8,Chicago
2023-10-11,1935,Virginia,Wise,ashleychristian@example.com,1341067714,907,421,Sports,7,1028.77,76.52,New York
2024-09-22,1107,Tyler,Peters,erinbarnes@example.net,0591414664,908,474,Electronics,7,1018.31,67.56,Los Angeles
2023-11-02,1173,Joseph,Ortiz,carlwilliams@example.com,9073214665,909,277,Beauty,1,23.08,66.23,Philadelphia
2023-12-27,1986,Catherine,Fischer,ygraham@example.net,8361026062,910,102,Electronics,6,976.21,19.14,San Antonio
2023-11-14,1155,Michael,Richards,matthew63@example.org,1541103795,911,109,Toys,4,84.18,63.86,Dallas
2024-01-04,1742,Timothy,Berger,andersoncynthia@example.net,6180259731,912,294,Beauty,8,1310.55,77.92,San Diego
2024-09-07,1161,Peter,Robles,anitabrewer@example.com,3084718894,913,216,Furniture,1,560.1,33.03,San Antonio
2024-05-05,1818,Veronica,Li,robertgraham@example.net,5534810589,914,306,Beauty,7,1155.09,38.86,San Jose
2024-07-07,1695,Bradley,Barrett,johnwhite@example.com,3240354501,915,153,Beauty,8,1396.39,55.05,New York
2024-09-19,1266,Mathew,Garner,garnercheryl@example.com,4035236925,916,321,Groceries,1,918.19,57.59,Dallas
2024-03-08,1133,Raymond,Wall,jessicagarcia@example.com,5950904240,917,327,Books,9,690.87,77.05,Philadelphia
2024-07-18,1738,Victoria,Moran,kathywhite@example.org,3530994064,918,184,Sports,1,662.15,71.81,San Antonio
2024-01-10,1890,Jennifer,Sanchez,joshuaholland@example.org,0775282093,919,172,Electronics,8,85.45,67.11,Houston
2024-08-12,1987,Jessica,Patel,aramos@example.com,2087834988,920,120,Toys,7,1335.44,21.78,San Jose
2024-04-15,1655,Daniel,Hoffman,jennifer63@example.com,9679455407,921,171,Books,7,1053.94,63.98,San Diego
2024-01-09,1262,Jerry,Park,hcoleman@example.net,7081545810,922,217,Groceries,5,444.41,56.36,Dallas
2024-07-27,1900,Lisa,Booth,veronica05@example.net,6316021229,923,178,Furniture,4,1060.93,51.16,San Antonio
2024-06-14,1444,Angela,Floyd,michaelpalmer@example.net,9833537041,924,449,Furniture,4,151.82,89.91,San Diego
2023-11-10,1384,Andrea,Hickman,amber47@example.net,5181656661,925,493,Books,6,1165.59,39.92,San Antonio
2024-09-14,1498,Becky,Hart,cindy19@example.org,3830203996,926,158,Sports,3,41.82,30.99,Houston
2024-06-11,1412,Cynthia,Bell,qadams@example.org,9354156883,927,262,Groceries,1,1219.13,31.37,Phoenix
2024-06-20,1449,Steven,Ramirez,collinswilliam@example.net,0073859543,928,163,Clothing,5,459.34,88.19,San Antonio
2024-04-27,1357,Brittany,Beck,englishjenna@example.org,1896019800,929,375,Sports,4,1449.44,18.4,Houston
2024-07-09,1499,Kathleen,Moore,hhines@example.net,4662276848,930,454,Books,1,43.17,33.97,San Diego
2024-03-03,1770,Christina,Carter,ramseykenneth@example.com,2935459816,931,386,Groceries,6,227.75,8.93,New York
2023-11-07,1757,Tonya,Henderson,michelle47@example.org,5260628627,932,279,Furniture,6,1479.95,74.61,Dallas
2023-11-08,1148,Anna,Pierce,samantha24@example.net,7272423153,933,191,Books,2,1278.72,38.07,Los Angeles
2024-09-14,1509,Christopher,Mclaughlin,robertfitzpatrick@example.com,4927422882,934,218,Groceries,4,907.2,0.22,Philadelphia
2024-08-16,1497,James,Caldwell,gherring@example.com,1622507094,935,380,Sports,8,1254.62,78.71,Houston
2023-12-07,1138,Marcus,Bryant,acoffey@example.org,6590082473,936,217,Toys,5,1155.61,17.53,San Antonio
2024-04-04,1118,Christian,Robinson,stricklandkimberly@example.org,3536248437,937,234,Furniture,8,1047.46,53.48,New York
2024-04-17,1718,Riley,Dodson,holly80@example.com,0574748275,938,472,Clothing,2,823.19,75.66,Houston
2023-11-11,1561,Gina,Hansen,qsullivan@example.org,2788813670,939,138,Sports,5,643.47,47.92,San Jose
2024-04-25,1797,Brian,Richards,kristen91@example.net,7228421278,940,240,Electronics,5,916.17,37.47,Dallas
2024-01-28,1794,Kathleen,Adams,wesleyjames@example.com,6299173923,941,232,Sports,6,1214.0,82.91,Philadelphia
2023-12-01,1562,Scott,Mcclure,samanthamcconnell@example.org,7654941949,942,396,Books,2,1475.81,14.75,Phoenix
2024-08-24,1134,Michael,Carter,turnerandrew@example.com,8596887594,943,196,Electronics,2,1411.55,27.52,Houston
2023-09-28,1790,Jay,Bautista,sthompson@example.com,8546389817,944,396,Clothing,1,1359.76,63.93,San Antonio
2024-03-23,1304,Jessica,Johnson,caitlincaldwell@example.org,4348764755,945,241,Groceries,8,1259.07,35.82,Phoenix
2024-01-04,1259,Ronald,Trevino,kevinkirk@example.net,8960448504,946,339,Toys,5,477.45,74.32,Philadelphia
2024-08-27,1284,Vanessa,Lopez,troy64@example.com,9717404019,947,277,Electronics,6,1239.6,19.18,San Antonio
2024-08-04,1159,Jennifer,Young,cathy90@example.org,1920757843,948,488,Sports,6,1186.08,35.93,Houston
2024-04-05,1782,Emily,Jimenez,matthewturner@example.org,8522116045,949,413,Groceries,4,24.27,15.69,Phoenix
2024-08-11,1161,Brian,Hart,ohendricks@example.net,5540671522,950,322,Groceries,8,434.91,58.66,Philadelphia
2023-12-17,1839,Julie,Poole,davistyler@example.net,2379558005,951,203,Toys,8,715.37,82.89,Los Angeles
2024-03-02,1600,Kathy,Gardner,rodneyharris@example.net,8366654470,952,272,Groceries,3,181.11,45.55,Houston
2023-11-19,1465,Amanda,Ramos,phillipmartin@example.com,3503324448,953,202,Sports,4,1238.52,80.52,Chicago
